user_id,message
64YI,Child did not use app enough to warrant the cost of the subscription. The games themselves were good although not enough to maintain his interest for long.
85SC,I can't afford any paid products right now.
17LS,The subscription price is too high.
63LI,"Just the price\nIt is a really good application, please offer better prices "
43WW,Not used yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy\n
83XU,"Not working for my kid. Too easy, he already knows it so i need a more advanced program thanks"
39LV,This is program costs way too much. I can get others for free. $79.99\n
65PF,I found app similiar but its free and no cost or subscription.
63MB,Only wanted free trial never wanted to pay for it\n\n\n\n\n
13FA,No longer needed. We found another math app that does not cost as much as this app does
73EF,We dont want to use this app anymore wed rather find one thats is free. 
70PH,Hayden is not using application and I do not wish to pay for something that isn’t in use\n\n\n
65LE,The subscription price is too high.
85CE,My child hates the app.
92IH,My daughter did not find this helpful and too expensive
62WX,Bc its not helpful for my daughter and the charge is too high
27LM,Its not helpful for my daughter and the cost is too high
55NQ,Out of townOut of townOut of townOut of townOut of townOut of townOut of townOut of town
19CB,My child doesnt use the application as much as we hoped he would.
54AQ,Please let us know the reason so that we can improve Splash Math (Minimum 50 characters).
25PD,My child no longer uses Splash Math.
86QW,Cost too much a montey for what i get and we can acford
38PW,Great app just not using as frequently as I hoped for the price.
92BA,I cant afford it at this moment. My son liked it but we will try to purchase the app later.
63UK,The subscription price is too high.
11HD,I can't afford any paid products right now.
85PE,I am looking for a solution which teaches too.
13SH, I want to cancel the subscription because we are not using it nearly as much as I had thought we would. 
29QF,Too expensive for the things that it can actually do for my kids...
54DG,Do not wmst to pay 74.99 for a game for kids absolutley ridiculous please cancel immediatley
94DS,Dont want to pay for subscription and its really sily i have to type fifty characters to complete this
90KB,Too expensive . There should be a monthly pay option\n\n
45IL,Not use enough to be paying monthly fee. I can get a free app somewhere else . Please cancel  subscription. \n\nThank you
60DO,Ggggggggggggddccccfffffvfffvcccvvvvvvvvftgggffffffffffff
96RU,Cccccvgggggggggggvggggggggggggggggggggggggggggggggggggggggggggggggggg
32AP, My daughter does not use this app enough for me to be paying monthly subscription. Please cancel immediately thank you
97LQ,. My daughter my daughter does not use this enough for me to be paying monthly subscription please cancel
63RS,I really thought that it would be different....I have multiple children and they don't like it. Sorry.
14ZV,Cancelled because my child didn't enjoy and didn't get excited to practice math.
77GH,"I think the app was great it’s just my child does not use it as much as I thought he would. If he would have used the app more I would think it was worth the $60 for year, even though it’s a great app and defiantly would be worth the cost if my child used the app more."
30JO,At the time of subscribing I did not realise how expensive it would be. Gggggggggggg bbbbbbb nnnnnn mm nnn jjj kkk lll iii ppp vvv hhh jjj ffff 
73NU,"They starting school again, we’ll buy it on summer vacation"
79PB,I’m gonna upgrade mu subscription by summer vacation
13NA,Just trying it out. It was for a family member staying with us.  Please cancel the subscription.
35TJ,Thanks you! Xxxxxxxxxcxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
98QV,You should provide a free version or a less expensive option with in app purchase options.
16YO,I can't afford any paid products right now.
49IM,Kids are not interested anymore. I would not like to pay for it just sitting in my phone.
11QZ,Kids arent using it enoung to spend thr money on it
54CZ,The subscription price is too high.
92BO,Not happy about paying for a program. Would rather do some free ones online 
90TO,Too expensive would like to just end the subscription as soon as possible \n
28XK,Dont use..................................................................................
64TS,Love the app don’t have funds for it should be free for preschoolers \nThank you for the experience maybe I’ll return when I get a job\nThank you
63DM,Want to cancel subscription because it do not provide needed features needed and cost a lot\n
30HQ,"Not very useful, and it cost more than other similar Apps\n"
77TJ,The subscription price is too high.
45ZY, Subscription too expensive and did not use it enough.
41ZX,Won't speak on Spanish and my daughter thinks it is boring!
23EJ,Have other apps through school.\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n
27TE,Please let us know the reason so that we can improve Splash Math (Minimum 50 characters).
86SV,Bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb
48JF,No longer use while in school. Lllllllllllllllllnnnnnnnnnnnnnnnnnnnnn
80FY, My son is too young for this learning app so i am cancelling 
59IA,My child is Too young to play this game therfore i am canceling 
60GI,my kid is not interested. her school just gave her a new computer programme thats helping her with math skills. 
55HM,I can't afford any paid products right now.
39KA,Less expensive. Thank you for building. We just don't need two and the school provided another option. Please refund yearly subscription. \n
37LO,Bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbsssssksslslslskskksksks
33JZ,Not a fan of automatic subscription renewal mmmmmmmmmmmmmmmmmnn mmmmmmmmm
44XH,Ovsh whhhjjqgui bysc. Hh. J bjyfbjb hhng jfhgvbnwjkfi kfgo jfugkkffhi hrihf nr
73XL,Our son was not using the application. Nothing to do with your product but is not attracted to practice on the iPad.\n
91KM,Our son is not really using your app. Nothing to do with the product but is preference to use paper.
38PQ,"The music and the voice is annoying, the time is not what she needs to work on. Thank u\n"
21XR,"No longer need, don’t want to pay for full subscription"
14EB,The subscription price is too high.
63AU,Too expensive for the product being offered. Annoyed i am forced to write 50 characters
33OR,"Was just a trial, daughter is no longer interested "
17GV,"It is Too expensive, there are other cheaper programs"
49JM,Can’t change language to French. Also the app is rather expensive.
75PD,Subscribed to wrong product 
21MN,Price is too much to make it worthwhile.          Dont want to pay for it
73AE,We got a free app through school so cant justify paying for an app. 
85WA,My daughter is not using it any more so I want to stop it now
48LL,My daughter is now going to class and the maths splash is not helping her so I want to cancel it . 
67ZG,I can't afford any paid products right now.
95RH,Please let us know the reason so that we can improve Splash Math (Minimum 50 characters).
38UT,This program is now being used in the classroom. No longer using at home
33AE,Only trying it. Charges were made which i did not intended. Please credit back 
43KX,I intended only to test it and forgot it was being charged to my account. If possible please credit back to my account. 
84OP,Didn’t work for us. The transition from one set of exercises to the next was not clear.
21ZB,Does not use enough.                     Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
79QG, I no longer need it for my child. It was useful for tutoring but my students have moved.
11ND,"I just wanted to try the subscription. It was fun and helpful to my son. It's not in my budget to keep paying for the app but i love it just the way it is, especially the summer program idea."
34FZ,I had my son use the app for a while . I guess he needed more animation to be connected to the app . Needed more fun stuff to keep him stay with the app . Over all it’s was a nice experience but not as good for the subscription cost that’ll cost .
73VH,Not interested in this game and do not want to leave a reason why.. 
43NF,Lesson gosh item own item own item sold pack PA all ms appliances circles Kuala clean 
15SV,Not using it because o lack of time. Will try again later
48IN,The subscription price is too high.
10ZV,Our family can't afford this at this time.  I really like it but it won't work out this time.
91KG,This will be temporary daughter not interested at the moment.
95SZ,This will be temporary my daughter is not using it at the moment.
24HF,Daughter is not interested. This will be temporary.
66VD,No longer needed this will be temporary. My daughter hardly used it.
40FC,This will be temporary. My daughter was not interested at the moment.
46JL,It is too expensive and the fact that i have to provide a reason for cancelling during the trail period is unnecessary. 
81KF,Please cancel this subscription asap. Ty. Remove minimum of 50 characters. This is ridiculous. 
20CT,This is a very good app. My daughter liked it other than she does not like math abd still dont like math. I think its pretty ridiculous to make someone to write five ty words just to cancel 
15PD," Although my child did enjoy Smash Math, it is no longer needed as he has other programs available through school free of charge.\n"
19IR,App was not what we were looking for.  We wanted more of a timed math
42CO,I don't like it and my son doesn't uses . I need to cancel my account \n\n
56TO,Hshshs ss s s s d d. D d d d d d d d d d d. Did. D d d d d 
88ER,"Nnnsjjs snnnnjj nsssssss hhstdtdbd BBC s s s s s shshshs s s s s s s snsjjdjddmdm,d smdmdmmdmd\n"
59IN,I don’t use this app not much. Not interesting.....................
52LC,Too much money.  Too much money. Too much money. Too much money.
59ZD,I Changed my mind about this app. It was nice. Now I am done.
70CK,I believe I subscribed for the free trial and i no longer wish to continue. I am running out of space on my phone and will need to buy my child her tablet to download it there as hers was recently stolen and i wanted to try this out first.
46OQ,Tshdbehebdhehdhdbdhdbfhdbdhehrhdbdbfhfbfbfbfbfbfbfbfhfbfbfbfbfp
92QK,XxxxxxxxxxxxxxxxxxxxxxxxxxxxxDaughter doesnt use enough so im canceling
66KM,"I no longer need to use this app for my class. It is a good app, I might buy the full thing some day."
75EP,I was using the app to tutor and I’m done tutoring now. So I don’t need the app anymore. 
31GD,My son does not really care for the application. Its not clicking with him. 
14IF,The game was not worth the money. We finished our free week of the game.
26CP,Not using it. Good program we just forget about it and aren't making time.
40XA,I just found my kids were not into the app. So I decided I wasn't going to pay for something they don't use.
49LH,Cancel nnnnnnnnnnnnnnnnkkkkkkkkkmmm mmmmmmmmmmmmmmmmm lllllll
70PJ,The subscription price is too high.
37GN,I can't afford any paid products right now.
84US,My kids came home with a free subscription through school. Do not charge me. Thank you 
64QH,My kids came home with a free subscription. Please cancel my free trial.
15FS,mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm..cancel
90KE,This app keeps hanging plus it's not what I'm looking for. Please refund my money..\n
10XI,Just not the right one for us. But a great app\n\n\n\n\n\n\n\n\n\n\n\n
17AF,Don’t want to buy. Put in the password by accident.
35PW,Don’t want it any more. Not very good for kids. Thank you so much.
57VK,Nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnno
46IR,Uhjhgy and the only thing that about is the only one that that and I am not a going through the only way \n
36ZA,Nojsjfjsfnvojsfnvsjfvnojfnvsjfnvsfojnvjonvojfnvjfnvnfsovknsfokvnsfvovknfsovknspvnsfokvnsfokvnspknsfpknvpjfnvlskfjbnsjfbnlsjgns\nFjngsfnglj\n\n
68JT,We have other better resources. Its not what i thought it would be. We aren't using it. 
27PE,My kids dont get to play this enough for me to keep it. Also they're  doing pretty good with math so we'll spend more time for reading.
13VK,"It's a great app but our school has already a paid subscription so we don't need this app, it would be nice if you could charge a small fee for those who prefer to use the app rather than the url\n\nThanks\n\nMark"
54BD,I can't afford any paid products right now.
80RQ,Researched other avenues for enhancement in math. I do not need this subscription any longer.
47DZ,My kids are not using it or enjoying it like I thought they would. So for me it's just not worth the $10/month to fight them about using it. It seems like a great program though.
38ES,We didnt use it enough to keep it and therefore need to cancel the subscription. 
26FE,Too expensive! I signed up to see what with the wrong grade!
59UL,Do not find splash math helpful in the money subject. Need more visualizations of money to help child learn how to count money and not just to know how to add 
51WH, No what we were looking for. Thxbbjhhij uhin t. Fc biki. Gh. Gh. Gf. Juhujnhun
68DB,Thtghfhchfhctcvbjigvugvjujbgfc bugvf hvh u. G gybbbghv
53CX,I am looking for a solution which teaches too.
29ED,My child no longer uses Splash Math.
20XE,At 59.00 it is way too much money. I liked the program but the subscription price is outrageous and I didn’t see that price anywhere!
43NP,I didn’t realize this was $59! I like the program but $59 is way too much for this app. 
79TM,I didn’t know it was $59.00!!! I’m not interested at that rate. I like your program but that is way too much money for me. 
57NG,The kids are back in school now. Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
76OV,I cannot sign in on the full K-5 Math App since I signed up on 3rd grade and that annoys me.
38CK,"Loved the app, will upgrade when I get the money. \nMy son and I enjoyed bonding time using the app to practice focus and following instructions.\n"
40KH,Changed mind and no longer want to subscribe to splash math.\n\n\n\n\n\n\n\n
66VA, Does not meet my requirements so I need to cancel.
25NE,It doesn't meet my requirements so I need to cancel\n
38WV,It expensive. I prefer monthly and cancel anytime type
87CT,It is expensive I prefer monthly payments and cancel anytime
63PO,My child hates the app.
14LU,"I found something just as good, and it is free. I would likento cancel and not be charged."
35GQ,Please let us know the reason so that we can improve Splash Math (Minimum 50 characters).
25ST,Too expensive for what we need.                                                          Pppppppppppppppppppppppppppppppp
49AA,"No reason, just that he has alot of other tution tools and not making time for this "
62UI,Too easy and repetitive for my son\nI am looking for something less juvenile
56NW,Not worth this much money.    Should not cost this much
20AQ,My child simply does not find it entertaining enough.\n
28AI,Child finds this application boring. I should not have to give you 50 characters of feedback to cancel.
50CR,We have on multiple iPads and wish to have on one only.\n
78FP,I can't afford any paid products right now.
16TC,My child is not engaged with the app. She didn't like the overly repetitive programs that don't seem to increase in difficulty.
12PX,No longer use it and have to save money also. Hope this fills the stupid 50 character limit 
87IR,Hfzfnchknggvvghjgv gnvhghcynckhgv. H hgmchcigddu igcjyfjgcjvcj
40PC,Expensive dufyfugjhvc ghuibvcjikn chikingff ghiiugvhv higjgucgcy ghgngjh
64MS,Didnt use!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
65YA,This is really not what i wanted.   Looking into more of memorization of multiplication facts
50EQ,Na \n\nKakkaksmxmxjxmkxkdjdjjsjsjnssjjdjsjsjdjdj\nHahahahshsjshahahajsjshs
97UK,Too expensive \n\nNot needed nnnnn.  Jjjjj jjjjk sssdddd 
66NF,Not in budget at this time. Very good app and I will probably purchase it again at a later date. 
30CA,Product good but canr justify price at this time .........
69CT,We love this app we just can't afford it. Maybe we can budget for it down the road....this cancellation is funny though. 
80MJ,I can't afford any paid products right now.
64XB,My child no longer uses Splash Math.
63IG,We have access thru school
75WT,The subscription price is too high.
45RQ,I don't need this application. I found others that were free. 
13SK,"Dont need it. And too expensive, subscripttion and trial periods should not be this short or expensive"
94KH,My child hates the app.
32ZM,My child is not interested in this app. Mmmmmmmmmmmmmm
67SN, My kid does not like it but thought I'd try it he is not a fan of the music
97CX,Don’t have the money to continue the app. Thank you!\n\n
94IK,Too busy to consistently use but he enjoyed ghe app
20WZ,Too busy to use consistently but he enjoyed the app
75OY,Not what i was looking for. Good app but its not for my child 
29MP,Hedhbdfhchcbcbxbxbcbcbbcfnfnfxbdhhddhhfhfhfxhdhfhfhfhfjdjdjfhfgdjfjg
20FF, i do not have the mkney in the bank right now. As soon as i get paid i will reorder it
67BT,Not what im looking for. Too easy and looking for regular times tables wtdbjenbehsj
10TZ,My daughter didn’t like the application.\nI do not want to pay for something she won’t use.\n
99ZY,My son is no longer playing math games and it’s an extra charge I can’t afford to have on a monthly basis.\n\n
37VY,Too expensive why do i have to type fifty characters to cancel my subscription????????????????
65AC,I can't afford any paid products right now.
55TU,my son doesnt want it that much.. maybe some other time we will subscribe again. thank you\n
12QT,abcdefgh hdhjdkdidied  hdhdhjridnr djhdhcjxksnd djdifkfkff
61ZD,The cost is to high for me. If it was more like 5 a month I would definitely pay it 
61EC,Not worth the money. Can't choose specific enough activities
74HX,Too advanced at this time for my son.  50 characters is stupid.   Don’t force me.
93XO,Its good but just not as relevant for my little sister to study her Year 6 Geometry exam
40ZL,Just wanted to try it out. A great program. Thanks for the trial period. \n\n
53AR,I can't afford any paid products right now.
32VV,My child no longer uses Splash Math.
76AE,I can't afford any paid products right now.
36WG,Too much $\nMmmmmmmmmmmmgmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm\n
67BU,The school provides apps for no charge and they do the same thing.
44NX,It’s a very good app but I’m an occasional babysitter don’t need it that much. Thanks for the trail it was great.
91GH,We are back in school with no time for schoolwork so we need to cancel
35BK,It costs way too much!.............................................
72UJ,Kids downloaded by mistake ............so cancelling the subscription \n
27ZI,not happy !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
94UX,Not a great app. Fufufufufufufufufufufufufufu. You and your app totally suck!!!!!!!!!!!!!!!
23HZ,I’d like to compare more with todo math. Then I’ll think about again. \n
17JG,We enjoyed it for the first steps. But we couldn’t keep practicing. We want more kinds of animals for jungle. \n
29RX,Mmmmmmmmmmmmmmmmmmmmmmmmmmmm\nKkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk\n
34YV,Child was not interested in using it. Please cancel my subscription as of today. 
71LZ,"The app is too expensive for me. It has great features, but i can’t afford it."
45AQ,I can't afford any paid products right now.
83NS,I can onky use this fir three students and not a whole classroom.
39EP,Xndncdndjdjcjcncndndkskskskdkfjfjdjsjskdkd mxjxj jdkdkfifkckckcjcjcj i idkdkskskd
52QO,I wish to cancel subscription due to timed trial period and the price of the monthly fee.
19QJ,I dont like the way its set up. We are looking for something differnt
68KB,I dont like this app. It is not grade accurate. Please just stop charging me for this app. Ive already cancled this once. 
15HI,My son is not interested in this app at all.  Will not engage him\n
72JW,My grand daughter enjoyed the free one week trial.  She is going back home tomorrow. I will recommend that her mother subsribe to this program. Please cancel my subscription.\n\nThank you.
17GL,My child no longer uses Splash Math.
13AO,Yhgygjkjyvjhvkhbkjbkugkubukbkubkhvjhvkhvkhvkuvkuvkvkuvkuvkuvkuvkuvjuvkuvkuvkuvkuvkuvkuvkukuvkuvkuvkuv
86MD,Cant afford this app subscription to be coming out of my account
12XF,prices ..........................................................................................................................................................................................
43EN, I did not find that the activities we tried were as helpful as I had hoped in reinforcing understanding of concepts. They do do a good job of motivating students to drill.
24EP,I dont like it.                     Bbbbbbhhbbygfdsdffggghhjjjj
46GS,I had to find 4 sources for a homework assignment and i chose this one. Once i become a teacher i will for sure purchase the subscribtion again!
23BD,We are not using this app enough to justify the monthly subscription. Will come back if necessary
61GU,He didnt play it enough he got bored after the first time playing with the game 
63XP,My son doesnt enjoy it as much as i would have liked and i didnt mean to subscribe for a whole year 
92MZ,I am looking for a solution which teaches too.
34ES,I am looking for a solution which teaches too.
46XW,The subscription price is too high.
41ON,My child hates the app.
86JS,Too expensive and not good value for money. Also find the voices annoying.
98LW,"I didn't like this app. Also, i thought the app was free. When I purchased this, I thought it was free. Is there anyone that i could get a refund ?"
77XX,My child no longer uses Splash Math.
10YQ,Child thought it was too\nEasy at times.  Wanted to try specific math facts and could not.  He just didnt get into it.
10ID,My daughter did not enjoy app..  App is too expensive to maintain subscription to.
47JQ,My daughter 4th grade is not using it - she thinks it is for younger kids. I think she just needs flash card practice. Thank  you
88HJ,She lost interest because the sound didn’t work on my iphone. 
27WF,"She lost interest because he sound didnt work on my iphone. I tried several ways and times to resolve it, but still didnt work."
65XS,Child not interested enough.  Thought it was good and colorful but if it won't hold my son's attention then I can't justify getting a subscription.
41ER,The app is okay. My son is just 3 and I wanted to check what all things he can do. I did not find  notes or lessons where they will get some knowledge before starting the quiz. You guys may want to add that feature.
19IT,We just couldnt keep up with it & its too expensive per month.
36ID,Downloaded for an AT college course. Would consider purchase when in the field though! 
54PR,My child didnt like it and the fact that you require minimum 50 characters to unsubscribe is absurd. 
47FM,The multiplication practice does not align with the curriculum we use. We'd prefer games that specifically target math fact memorization. 
13XE,Too expensive charges. Need to change charging model.
98PA,"No njjjjjkbhbhkbkuhkh khbjkbjkb khk khbkhbj khbkh kh khbkh ,h khbkh know khbkh khbkh khbkh khbkhbkh "
44OH,"I was curious when free trial was offered.  I tried cancelling next day bit got production team.  I cod t get in touch with correct dept.  PLEASE CANCEL & put a credit back to my debit card.  Free trial was very deceiving.  Contact by ph. 559-737-1841. Respectfully, Nancy Baughman"
87MS,I was t happy with app & found that you deceived me by advertising as “free trial.  Please Refund my money.  I tried contacting you by ph & was told to go to apple.com & was then told id reached production & would have to go to app.  I meep getting looped back here.  Dont like to be deceived.  Im a 62 year old disabled woman & will take this to your higher mgt team if you dont honor my request.
88MF,"We will subscribed later on, we don't have money to pay now"
98VV,Banana smoothies are fantastic in the summertime. Try them out!
62JE,My son does not enjoy the app....................................
37PM,Thought it would be month to month. This is too expensive
61CT,Dog hd dandruff do. Duncan dinghy http to get my money and time consuming but it doesn't even work with my mom and my friends 
59EF,I cannot afford to pay the subscription. But everything was execellent
39YY,The subscription price is too high.
11AK,I can't afford any paid products right now.
59XY,I dont wish to continue at this yime.  Its not wang i am looking for.
32UR,Didn't like. Didn't like didn't like game b jbilbhvtcjnknh fxtvjnlnhcgchbjnknyfrc\n
98JU,This app costs far too much money to continue using it.
55UY,The cost is far too high when so many adequate apps are available for free.
79HA,"This app costs too much, with other similar apps being free or low cost."
75LH,"This app costs far too much money for what it is, with other similar apps being free."
93XT,Can't afford just now.  May continue using in the future.  
10PR,Can't afford just now.  Will probably continue in the future.   
52LN,I did notnsign up (and was charged incorrectly!!!) for anone year subscription. I have disputed the charge and was refunded. I want to make sure i have cancled any subscription to yiur service. I have aleeady conced on my iphone settings and doing so agwin thru the app.
48BO,Her school had a free version of a math app. We felt it better suited her needs. 
96CS,Too expensive to continue \nIf cheaper we would continue
35FE,My child played it but mentioned she liked another one better.
71CJ,Too many things going on.\nWould like to cancel the subscription.
42VD,She was not interested in this activity. Wanted a game to play
54OB, My child does not practice enough to justify cost.
56QM,The sound stopped and the cost is too high for this app. 
35DO,Not able to use enough to justify cost. Grandson in another city. Thought it was a free app. 
50PX,Grandson in another city so won't use it often enough to justify cost. 
77HH,My child no longer uses Splash Math.
56FB,X this is a con. I cabt press submit to end my subscription
82EZ,I can't afford any paid products right now.
22KZ,"Can't afford right now, but hope to resume soon. My son does enjoy it "
23GC,Not using it. Expensive. Not using it. Expensive. Not using it. Expensive.
46EZ,I can't afford any paid products right now.
76RB,Dont want to pay that much $10 one time fee more reasonable
73PE,Too expensive i just had to retype this to cancel you should charge one time fee instead $10
75HI,Not interested at the time. Just signed for the free trial.
40YL,Hsjajsjshsh hshshhs hssgsgshsh shshhahs hshaha shshhsh ushshsh hshsshsh hshshshs hshzhahz hzhahah hahHah
11XE,My son didn't use it as much as I thought he would and had difficulty with some of the math games.
72HW,"Don’t need anymore, good application, a bit too costly for us at this time"
64PX, I'm sorry for this inconvenience but I can no longer afford this app. 
39OH,Not needed at this time. Too expensive. Thank you.             
51NE,She didnt end up using it as much as we thought she would
45XY,I have access through the school now.  So i dont need to pay for it.
26QM,Does not use it enough to justify monthly subscription 
23MA,The subscription price is too high.
41XL,Child does not use it and i do not want to be paying for something she does not use.
63TX,My child no longer uses Splash Math.
11NU,The subscription price is too high.
43CV,Please let us know the reason so that we can improve Splash Math (Minimum 50 characters).
71JZ,"Hi, too expensive given the kids minimal usage\nProb would have been happier with a one off downloading fee rather than a subscription model "
74QC,Too easy for my child and time consuming compared to other sites
25VP,Too expensive to keep for the amount of time we use it.\n
22GY,My child no longer uses Splash Math.
91HL,We do not wish to continue our free trial because we found other apps that meet our current needs. Please cancel our subscription.
76GY,We are having trouble canceling this subscription. Please cancel immediately. We no longer wish to continue the free trial and should not be required to give a reason for cancelling.
71XD,I found other less expensive apps that will meet our current needs. We do not wish to continue the free trial. Please cancel our subscription. Thank you.\n
10GM,"Not using often, the kids have alternate school software                                 ....""...........,.,.,. . . ,.,,m.,..,,.,,,.,,.,.,.,,,,"
31BI,Child is no longer interested in using the app. He is using other apps.
21RQ,Jejsjennsnwksnnsnnsnsnsnskwowmnejdjsnsnms jsjsjsnsnakw kkwkwnwns 
53JW,Do not make me provide a reason. Because i do not want it . Have a nice day
83OE,Too expensive..............and encourages electronics which is not what we want. 
64JN,noojkhughygffrfghjjjkkhhgtfddfyhjkkkkkhggftfhjkllhgcffjmjjgcfguikkkl
30LS,My child no longer uses Splash Math.
41EQ,"son isn't using..."".............................................."
57ML,"child does not use app, tried and not interested. Waste of money for child."
42AA,I can’t seem to justify spending $80 for a subscription when i can find other apps free or for a much smaller fee. 
69EP,"I was using it for my internship with a student, now my internship is over. It was a great tool though!"
96FN,Not working out for us! I dont like the price. We were just trying it for a week! Please cancel dont charge my credit card!
62CV,There are no instructional aspects to this application\n
76QB,Uktdkutdkugkhkjvjgckhvkhvkvjkvkhvkhgcihvkhvkjvkhciuvkuvkj
33DL, Nyxbf mfdthmmht hmfxmugxhktdmhtxmhgxmjgjh mjgxkutxukt 
47EG,Hcliytiylfuycljyfiugkhvkhvkugkuhkhciughogougljbljbkjb
24QV,"Sorry, it is Too dear, cannot afford this anymore. "
72NG,Jdjdjfjfjgjgigigijgjgjhngjktkrmrrfbfjjgkbkbkbkbfjfjjvigjjf f. Fjfjtjvkkf.  F
63AN,I can't afford any paid products right now.
12OB,My child got bored easily and is not interested in the lessons. 
28YC,Didnt like that it didnt go along with the current curriculum being taught
29OG,Not authorized please cancel\n\nPlease cancel\n\nThank you
40RJ,The multiplicationndidnt have just the simple 5x4 etc.  and it wasnt very fast —too much time between problems. 
79JL,Djdiskskskskskskdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdk
91RX,Jdjdnsnbdnejekkemwnwjwjejrkromejwhwhwjdkekhejrkdkdmdhue
73GL,Dhdhdjdjekdmdmdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkkdkdkdkdkdkdkdkdkkdkdkdkd. Dndndndn d didjdjjdjfhdndnd. D dndidk
39QY,"I downloaded a trial period then sent a message by deadline to stop it. The family had an unexpected circumstance and we couldn't focus time on it. The customer care team could not help respond to my timely cancellation request. I finally figured it out through the app as they said I would find. Regardsless, not very happy about how that was all handled. Hopefully this is cancelling it the way you would like. We will attempt to try this type of an app when we can focus the time. "
87FO, Dddddddddddddddddddddddddddddddddddddddddont want anymore. The 50 character minimum is ridiculous!
17MK,Dddddddddddddddddddddddddddddddddddddddddddddddomt want anymore 
89QA,Hhhhhhhhhhhhhhhhhhhhhhhhhhhhhklkhkjhuhkjbijbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjhbjh
85CC,Not useful not helpful need to cancel need ti cancel services nit usefil
91KW,The subscription price is too high.
59UC,not okay with a monthly fee just yet.  maybe in the future  
69CG,My daughter is still to young and the subscription too expensive
41XO,Didnt want to pay this app wasnt helpfull to my child
70SC,This application dosent work it was not useful for my child
11OV,Son refused to play app. He does not like repetitive reaponse
22AW,Son refused to play app. He is annoyed with repetetive response
65BB,Son refused to use it after a few sessions. Did not like the repetitive respnse
11VM,Son refused to play. Did not like repetitive reaponse 
92CH,"Please caancel, i did not want a  year subscription my son did not like the app and wont play with it ."
78OH,We tried cancelling earlier . We did not want a membership. My son only played a couple of times. He did not like it too much. Thank you
13KJ,"Please cancel!!!why wont it let me cancel. I did not want a year subscription.  Please refund ,"
33SF,We would like to cancel our subscription because this app is not what we thought it was gonna be. My son did not find the grade level challenging please allow us to cancell and find another app tht works for us
79VS,Did not want this\nThis service is too expensive. My daughter accidentally purchased. Pls refund full payment
21PK,Found a better ap that offers english as well as math
65PO,This is a rip off ap. i want to cancel and never use it again!
96TI,Too expensive and better apps available with literature options
16CR,"Learning should be free for children,i dont want to pay for my child to learn"
96BK,My daughter isnt interested in the game. It freezes often
41GS,Child find game boring. Not enough activities. Please cancel our subscription. Thank you very much.
35KH,Child find it boring. Not enough activities. Please cancel . Thank you!
36SB,My child no longer uses Splash Math.
67YR,Just trying it out and child lost interest after a few days\n
15QT,Htkfkhtckthcytkf hgmcytkftykfyt hgmfyktfytkf hhhh hhfnchkijik
15HJ,Vjhfjhfjgfugfugf jhfjhfjhfjhfjhvjhvhfihf mhgjhfjhfjhfkhvjhg
58JM,Too expensive\nDjhdjfkfkdkdkdjdkd kndljwebfkjsebfkjsebfkjewf
93QT,The subscription price is too high.
75SL,My child no longer uses Splash Math.
37QU,Subscription for a full year taken from credit card without prior authorisation\n
37KM,I really like that app but think it’s too expensive.  I am a school teacher and would like something like this for my class but could never afford to pay this amount.  Thanks!
51TQ,Children are not using the app so i do not want to continue the subscription.
22TP,My children are not using the app therefore I do not want to continue the subscription.
